label	text_a
0	钟老说的峰值不等于拐点，其实是拐点不等于峰值，因为他担心返工会出现第二次峰值，但这种情况不太可能。注:目前来看，拐点已经出现，即新增确诊病例涨得慢了，每日2000左右。峰值还没出现，峰值是指当日治愈病例高于当日新增确诊病例，不过也即将出现(前提是返工不影响疫情整体趋势，不出现二次高峰)
0	韩国疫情控制的比欧美不知道强到哪里去了！
0	@Apollo-Spoil 太刚了
0	#抗击新冠疫情表彰大会#人民日报社论：抗疫斗争铸就民族复兴新的精神丰碑
1	封城，能避免在原有的境内人数基础上，再无限扩张传播及感染人数，这是个简单的数学逻辑，好么。但病毒潜伏发酵的过程有一个不完全确定的时间周期性，包括无症状感染者的传播速度也有不确定性，既然病毒的传播速度存在医学上的不确定性，就不能以封城这一个时点来开始计算疫情传播扩散的高峰值。
0	@不舍o一一 支持他们
0	别比正常，就比同样的疫情期间。
0	美国实验室泄露的病毒，他们心知肚明。
0	钟老开了这口，给民众带来好消息也带来了坏消息。好消息是中医终于要名正言顺甩开膀子干了，坏消息是，草药要涨价了。
1	如果朝是唯心???会那么早封国吗????不得不说疫情这件事上人家确实做的没毛病????不必这么见不得人家好
1	在哈尔滨的我，觉得管理挺严格的，当时一直在传取消返哈隔离，赶在最后一天回来前的我还是被隔离了，被隔了14天。这时间我也一直吐槽政府怎么管理的呀都这么多天了副省长都是连夜换的，看不到成效，还有更多的人确诊，街上的店铺一家跟着一家黄，几个百年老店也倒了，不知道什么时候疫情结束，经济恢复
1	刮取细胞，这是鼻拭子，也可以通过咽拭子，就是刮喉咙后侧的细胞成分来提取核酸
1	本来要打副作用小的中国疫苗，但迫于az压力又改成打阿斯利康疫苗，但阿斯利康的疫苗副作用大有效性成疑所以干脆就先不打了
0	北京疫情防控工作非常出色。
0	当然，我们#世卫称中国成功控制疫情值得庆贺# 都很棒
1	一家一户电梯，可能电梯传染了楼下邻居，怎么她还是出门了吗，不是居家隔离了吗
0	追思天上那颗叫文亮的星！将心转沪上，感恩人间走进峡谷地带出现的那道叫文宏的光！
0	美帝带领全球率先完成全民免疫
0	澳大利亚山火时就没引起国际充分重视，着了那么久烧死多少动植物，然后又发水！然后没几个月疫情了！这些有人调查过吗？口罩只是少部分。塑料和垃圾才是巨量的！以后估计日常垃圾要花钱处理了！
0	这也没讲前因后果吧？怎么就成了愚昧的错呢？按时间线来说印度早就爆发了疫情很有可能比美国更严重，会不会是因为别人有钱看病他们没钱看不了病的问题？
1	希望武汉取消前往拉萨的航空，高原一旦被肺炎病毒感染，可能会引发肺水肿，十分危险。??①西藏老龄人口多 ②西藏整体医疗水平在全国处于落后水平 ③高原特殊环境对于普通感冒发烧肺炎都很不友好，更别说新型病毒
0	等着吧，中国迟早要背锅，毕竟很多口罩made in China
1	中国要做好控制工作，必须严防国外的输入。
0	已经垮了，他们现在只挑年轻人救治，护士医生确诊也要一线救人，军队出来不是维护疫情而是转运尸体的，还有提前一年把学医的学生送第一线，你品，你细品
0	服了，无论是去湖北武汉出差，探亲，还是游玩儿回来就被传染了，几率这么大，照此看来，武汉的传染源应该上千上万了叭，请通报真实透明一点吧！！！！
0	美国缺口罩：这叫重复利用，这是环保！中国缺口罩：还有几天亡国？
1	集中隔离14?居家隔离14 只有哈尔滨人知道她到底出没出门 是不是居家隔离期间去过中央大街 不知道啥情况的外地人请不要再说“小姑娘按标准要求来的”“对她不公平” 不说别的 单纯的就是因为她从国外回来 才有的以后一系列
1	阿斯利康的疫苗，不是运输问题，是因为英国疫情严重，留着给自己国家用了，其他国家的订货只能延迟了。
0	现在很多人不戴口罩了
0	也是德国新增死亡最高的一天。
1	#新冠肺炎疫苗进展##全球新冠肺炎疫情# 据28日消息，全球疫苗免疫联盟（GAVI）拟将可能的新冠疫苗的定价区间上限定在40美元水平。
0	把你美国????爹好好的舔
0	感觉朝鲜的防疫才是世界第一
0	哈哈哈哈哈怎么这么好笑呢
1	上海的大学都开始给学生打疫苗了这好家伙北京的大学还出不去门啊
0	Too late . Take care. Stay strong. ?????? 此生有幸生在华夏家??来世还在种花家种花 洗尽铅华唱中华，祖国真好！
0	从来不缺方方之流的文章，以至于欧美国家都觉得中国医疗还处在90年代。所有人都觉得中国会失控，全部在严防中国，谁知道欧洲居然失守，这也是欧美觉得中国说谎的逻辑原因。
1	已经隔离了一个月 然后解除隔离到现在这个时间线也。。。我怀疑这个病毒有思想
1	这是要给韩某洗白的节奏啊。哈尔滨zf20号下令国外回国需集中隔离14+居家隔离14，有的16号回国的都按新政策被延长隔离期了，韩某19号回来的竟然仍旧14天而且是居家隔离然后就结束。而且，哈尔滨zf早就知道韩某的行动轨迹，如今迫不得已了公布了，网友都看得出韩某不像是传染源，哈尔滨zf领导看不出？？
1	呼吸道传播主要还是飞沫，飞沫直径大的很，一般都医用口罩就足够了。至于n95都不行，那你说的是气溶胶传播，气溶胶传播限制条件很多的，气溶胶带病毒的量太低了，要致病不容易，一般要狭小密闭空间，空气能流通的地方，气溶胶很难传
1	天呐，能说一下是哪个市么？好担心，大家出门一定要带口罩啊
0	可以去看看太原发布的消息，13号坐火车，14号到太原，21号、28号买菜，29号出去坐公交，唯一槽点是间隔7天的买菜吧，但是62岁老人真的不一定会京东到家这些线上买菜功能…如果真不把隔离当回事儿刚到就到处坐公交遛弯儿吧。
1	以色列在打疫苗之前的确诊人数比例是全世界最高的。现在的新增确诊人数已经明显减少了。
0	@方方 写写日记呗
1	CDC还有一条提示，感觉也有意义：摘下口罩再戴时，手的洁净至关重要。建议洗手后再戴口罩。
1	就问你消毒液和这个疫苗你选哪个
0	现在国外疫情比较严重，防疫任务没有结束！
0	再者说你内个年代多少人读书，现在多少学生读书，完全没可比性。
1	自然感染形成群体免疫行不通，疫苗免疫的效果是确定的，辅之以好的防控，效益倍增，切断传播途径和保护易感者相互辅助，效果更好
0	口罩都是小事儿，日本排泄的核废水的辐射才是问题大头
0	我不知道该说什么了？谁想得疫情？自己没有防控住就怪别人，太过了。
